credit_policy,purpose,interest_rate,installment,annnual_income,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid
1,small_business,0.1221,632.99,105000,15.51,752,11520,49836,42.1,1,0,0,0
1,debt_consolidation,0.1821,290.07,75000,13.92,662,4889.96,8111,57.9,2,0,0,0
1,all_other,0.1189,198.99,66000,21.07,722,4769.96,18136,44.7,0,0,0,0
1,debt_consolidation,0.16,404.31,34928.12,21.09,662,4529.96,22416,67,1,0,0,0
1,debt_consolidation,0.1284,537.89,41900,10.37,717,3719.96,16016,84.7,0,0,0,0
1,debt_consolidation,0.1347,237.46,37120,14.71,707,3810,3915,93.2,0,0,0,0
1,credit_card,0.1221,258.2,41700,17.78,717,2520,14610,76.9,0,0,0,1
1,all_other,0.08,263.23,70000,3.05,777,4020.96,1506,6.6,0,0,0,0
1,all_other,0.08,172.35,81000,9.87,782,5730,4590,14.7,0,0,0,0
1,all_other,0.1284,168.09,30000,2.6,757,4590,724,2.8,1,0,0,0
1,major_purchase,0.1505,346.92,47004,20.19,752,4621,0,27.7,2,0,0,0
1,all_other,0.1316,337.71,45000,3.97,732,2789,2025,15.6,1,0,0,1
1,all_other,0.0768,374.29,69996,12.62,722,2911,16810,32.3,2,0,0,1
1,major_purchase,0.0963,215.04,13500,6.4,807,9209.96,35,1.7,0,0,0,0
1,home_improvement,0.08,125.35,69996,8.78,757,2790,3008,8.7,0,0,0,0
1,debt_consolidation,0.1347,407.08,60000,15.12,697,2520,12540,54.3,1,0,0,0
1,credit_card,0.0963,385.14,55032,21.17,757,10739.96,25133,38.8,1,0,0,0
1,all_other,0.1632,331.95,50000,1.46,692,1620,4700,51.6,1,0,0,0
1,all_other,0.1411,342.29,160000,9.27,677,5189.96,10843,68.6,0,1,0,1
1,debt_consolidation,0.1347,407.08,25568,9.2,722,11339.96,11377,94.8,1,0,0,1
1,debt_consolidation,0.0963,320.95,50280,13.77,737,5400,1251,5.5,1,0,1,0
1,small_business,0.1505,477.01,30000,17.96,687,1441,5269,15.1,3,0,0,1
1,small_business,0.1221,499.73,103363,8.57,772,4109.96,11700,42.5,0,0,0,0
1,debt_consolidation,0.1284,84.05,43000,8.76,687,5670,1580,14,1,0,0,0
1,debt_consolidation,0.1347,339.23,75000,14.91,732,3737.96,26694,98.9,3,0,0,0
1,credit_card,0.1284,504.27,65000,6.65,717,2190.96,27201,57.4,0,0,0,0
1,debt_consolidation,0.0963,320.95,40000,12.81,742,8370,7108,18.3,2,0,0,0
1,major_purchase,0.1442,687.66,259000,16.97,697,7799.96,58981,84.9,2,0,0,0
1,all_other,0.08,156.69,55000,9.05,757,2490,1012,10.1,0,0,0,0
1,all_other,0.1221,666.3,51500,3.1,782,2850,99,0.4,0,0,0,0
1,all_other,0.1537,104.54,60000,1,672,1800,1048,31.8,1,0,0,1
1,debt_consolidation,0.1474,276.3,30000,15.44,677,8617,21202,88,0,1,0,0
1,debt_consolidation,0.0932,313.08,34000,22.62,747,6725.96,16248,23.9,0,0,0,0
1,home_improvement,0.0932,159.74,25000,3.89,777,3419.96,3901,10.6,2,0,0,0
1,all_other,0.1284,672.36,87988.32,1.95,787,2730,45210,3.8,1,0,0,0
1,debt_consolidation,0.1726,894.61,265000,12.76,692,6599.96,35172,95.3,0,0,0,1
1,debt_consolidation,0.1442,687.66,72000,23.25,697,6659.96,18789,52,3,0,0,0
1,credit_card,0.1221,399.78,60000,16.16,742,4379.96,24904,66.4,2,0,0,0
1,debt_consolidation,0.1411,410.75,62204,22.03,682,3150,4532,32.4,0,0,0,0
1,debt_consolidation,0.1632,474.97,87805,18.64,662,7920,6021,57.9,0,1,0,0
1,debt_consolidation,0.1379,391.87,45900,10.3,697,3659.96,11361,35.3,0,3,0,0
1,home_improvement,0.0963,224.66,92004,8.05,757,4799.96,962,4.6,0,1,0,0
1,all_other,0.1474,690.74,45000,9.31,697,3374.96,1483,4.2,0,0,0,0
1,educational,0.06,91.27,17916,5.69,727,4320,859,10.7,0,0,0,0
1,small_business,0.1695,356.27,60000,11.18,662,3336.96,6070,88,1,0,0,0
1,credit_card,0.1379,340.76,34500,14.71,692,2520,8316,52.6,0,0,0,0
1,all_other,0.1218,399.6,62851,9.03,712,7321,16353,31.9,0,0,0,0
1,all_other,0.1347,67.85,19632,16.32,692,2189.96,6191,72,1,0,0,0
1,small_business,0.0963,513.51,120000,2.5,802,12330,8823,7.4,1,0,0,0
1,debt_consolidation,0.1284,242.05,50004,13.17,702,10259.96,19434,43.2,2,0,0,0
1,home_improvement,0.1253,301.2,91992,20.3,722,4446.96,42813,0,2,0,0,1
1,all_other,0.1496,207.87,73500,18.43,662,5517,14417,82.9,0,0,0,0
1,home_improvement,0.1347,542.77,210000,14.93,707,6359.96,46392,81.1,1,0,0,0
1,all_other,0.1505,190.81,43004,12.7,667,3719.96,1953,57.4,2,1,0,0
1,credit_card,0.0932,191.69,67000,19.45,747,7409.96,42518,68.9,2,0,0,0
1,all_other,0.0932,191.69,57000,11.56,777,6810,14650,24.5,5,0,0,0
1,small_business,0.1253,167.34,105000,23.9,707,7500,70432,89.3,0,0,0,0
1,small_business,0.1221,666.3,120000,8.22,782,6450,3606,4.5,0,0,0,0
1,all_other,0.1505,260.19,234600,15.01,672,7500,82153,88.1,0,0,0,0
1,all_other,0.1442,51.58,75764,11.4,677,3510,457,18,0,0,0,0
1,debt_consolidation,0.1505,294.88,22000,13.75,672,1740,11131,57.7,1,0,0,1
1,major_purchase,0.1253,187.42,35000,14.43,702,8130.96,15341,40.2,1,0,0,1
1,all_other,0.1126,312.21,72000,3.73,747,2070,700,14.6,7,0,0,0
1,all_other,0.1316,303.94,40000,9.66,727,4019.96,1813,27.1,1,0,1,0
1,debt_consolidation,0.1347,244.25,88500,12.83,687,3510,28767,74.9,1,0,0,0
1,major_purchase,0.1505,156.12,82000,11.56,667,3630,0,0,1,2,1,0
1,debt_consolidation,0.1411,329.46,45000,22.48,682,2309.96,13575,73.8,0,0,0,1
1,debt_consolidation,0.1347,284.95,62000,13.53,692,3990,9631,74.7,3,0,0,0
1,small_business,0.1347,814.15,100000,7.25,737,2160,5,0.2,3,0,0,0
1,credit_card,0.1379,511.14,58000,11.07,707,3120,15166,94.8,2,0,0,0
1,home_improvement,0.1442,55.02,25700,12.98,692,1260,0,0,0,0,1,0
1,all_other,0.1221,333.15,21000,8.46,717,1829.96,6711,53.3,1,0,0,0
1,small_business,0.1316,413.69,24000,11.35,707,2130,4850,53.9,1,0,0,1
1,all_other,0.1158,528.22,300000,7.6,697,4214,41491,60.9,0,0,0,0
1,debt_consolidation,0.1379,238.53,27000,21.91,697,3180,7494,94.9,0,0,0,0
1,debt_consolidation,0.1411,676.02,65000,18.85,702,8250,11667,33.1,1,0,0,1
1,all_other,0.1347,169.62,80004,3.67,697,5100,3048,33.9,0,1,0,0
1,credit_card,0.1316,506.56,73500,18.87,727,9450,49542,54.6,2,0,0,0
1,debt_consolidation,0.0932,319.47,35364,19.88,762,2760,12255,24.2,0,0,0,0
1,small_business,0.0932,63.9,64000,12.04,742,2760,0,0,0,0,0,0
1,small_business,0.1442,171.92,107028,1.96,697,2669.96,4233,46,0,0,0,1
1,debt_consolidation,0.1411,164.3,36400,14.67,672,1394,8038,51.5,0,0,0,0
1,all_other,0.0932,255.58,135000,5.18,752,5010,79821,37.1,0,0,0,0
1,all_other,0.1189,663.28,44600,17.33,772,9119.96,22828,21.4,1,0,0,0
1,all_other,0.1379,681.51,138996,7.12,712,5100,7629,25.3,0,0,0,0
1,debt_consolidation,0.0768,124.77,38000,13.45,802,4560,3199,7.4,0,0,0,0
1,all_other,0.1253,836.66,115000,1.39,762,2160,30215,49.6,1,0,0,1
1,debt_consolidation,0.1379,170.38,34152,5.69,692,5159.96,445,89,2,0,0,0
1,all_other,0.08,313.37,60000,0.36,792,2520,1858,12.7,0,0,0,0
1,debt_consolidation,0.1568,420.02,45996,4.04,667,3389.96,7805,41.9,0,0,0,0
1,all_other,0.0963,385.14,75000,14.93,757,4109.96,2300,11.3,0,0,0,0
1,credit_card,0.1379,436.17,109000,24.88,702,5280,39311,85.8,0,0,0,0
1,small_business,0.0768,194.95,43000,21.43,797,4049.96,2094,7.7,1,0,0,0
1,debt_consolidation,0.1632,353.14,48000,20.55,672,4799.96,3996,97.5,0,0,1,1
1,all_other,0.1095,170.12,81000,10.34,692,8948,25972,89.6,1,0,0,0
1,small_business,0.16,527.36,50000,7.92,702,4139.96,5918,98.6,1,0,0,1
1,credit_card,0.1189,238.79,44004,6.98,712,5040,9144,25.5,0,0,0,0
1,all_other,0.1189,198.99,70000,7.23,722,2249.96,4965,53.4,0,0,0,0
1,credit_card,0.1284,336.18,132000,2,712,9209.96,3462,21.6,0,0,0,0
1,educational,0.1474,172.69,57000,9.81,687,6120,3335,45.1,2,0,0,1
1,major_purchase,0.1221,199.89,40000,0.6,747,3779.96,297,5.8,0,0,0,0
1,debt_consolidation,0.1568,210.01,52000,23.35,667,3870,7160,62.3,1,0,0,0
1,debt_consolidation,0.1316,432.26,62000,3.74,707,2339.96,6214,20.8,0,0,0,0
1,debt_consolidation,0.1253,560.56,45000,22.45,712,4139.96,11860,45.1,1,0,0,0
1,debt_consolidation,0.1379,170.38,34500,7.41,697,12390,693,23.1,1,0,0,0
1,debt_consolidation,0.1632,141.26,97000,20.89,667,5669.96,34008,98.3,0,0,0,0
1,debt_consolidation,0.1474,414.45,56100,3.87,677,1829.96,7810,37.5,1,0,0,0
1,debt_consolidation,0.1316,405.25,84000,9.4,702,3299.96,15127,45.6,0,0,1,0
1,debt_consolidation,0.1316,324.2,44000,5.21,702,13770,7491,71.3,0,1,0,0
1,credit_card,0.1537,684.73,51295,11.72,687,5939.96,43620,92.9,0,0,0,0
1,credit_card,0.1474,442.08,75000,14.96,692,3270,24769,90.1,2,1,0,0
1,debt_consolidation,0.08,222.49,65004,13.25,757,6510,4409,12.4,3,0,0,0
1,debt_consolidation,0.1411,313.2,100000,24.34,692,13410,46268,92.9,1,1,0,1
1,credit_card,0.1189,414.55,60000,14.68,737,4230,12663,34.4,1,0,0,0
1,debt_consolidation,0.1537,139.39,28000,23.83,672,1139.96,4071,78.3,0,0,0,0
1,debt_consolidation,0.1682,533.43,160000,22.57,682,3600.04,15214,68.7,0,2,0,0
1,home_improvement,0.1095,654.28,66948,18.89,777,8909.96,12683,18.1,0,0,0,0
1,home_improvement,0.1568,385.02,70000,14.97,662,12539.96,9649,50.5,0,0,0,1
1,debt_consolidation,0.1635,706.59,99996,20.93,677,4863,22739,59.5,0,0,0,0
1,home_improvement,0.08,150.42,62000,1.2,787,6689.96,3473,10.7,4,0,0,0
1,all_other,0.1284,336.18,48000,4,707,3181,7350,13.8,3,1,0,0
1,debt_consolidation,0.1474,690.74,78000,15.51,687,8580,19367,49.9,2,0,0,0
1,all_other,0.1253,401.6,36000,24.6,712,4109.96,13376,33.9,2,0,0,0
1,educational,0.1347,379.94,121900,14.28,722,5601.96,0,0,1,1,0,1
1,small_business,0.0963,433.28,54000,18.2,757,4431.96,18116,40.7,0,0,0,0
1,debt_consolidation,0.0768,165.32,30929.6,0.58,812,6959.96,1674,8.8,1,0,0,0
1,all_other,0.1316,50.66,30000,10.44,682,8220,10926,72.4,2,1,0,0
1,all_other,0.1442,192.55,32500,6.09,672,2279.96,3805,48.8,2,0,0,0
1,credit_card,0.1221,333.15,75000,11.02,712,5760,9484,83.9,0,0,0,0
1,debt_consolidation,0.1726,150.3,43000,12.31,662,2669.96,9753,95.9,1,0,0,0
1,small_business,0.1411,410.75,92000,7.63,692,1979.96,752,2.5,2,2,0,1
1,all_other,0.1505,138.77,22000,19.75,667,2341.96,555,3.9,2,1,0,0
1,all_other,0.1568,328.14,40000,14.1,662,2669.96,4485,25.8,0,2,0,1
1,credit_card,0.0932,263.57,39600,24.45,757,8970,29576,41.1,2,0,0,0
1,debt_consolidation,0.1442,481.36,37148.8,22.13,682,3329.96,1840,26.7,1,0,0,0
1,home_improvement,0.1253,560.56,60000,8.56,727,6599.96,25409,38.1,0,0,0,0
1,debt_consolidation,0.1726,687.06,58650,9.78,677,3482,20732,96,0,0,0,0
1,debt_consolidation,0.1221,266.52,72000,9.87,782,4829.96,54855,10.8,0,0,0,0
1,all_other,0.08,156.69,79000,0.5,782,7622,33,0.2,2,0,0,0
1,all_other,0.0737,543.3,117500,8.61,762,3570,3524,8.7,2,0,0,0
1,major_purchase,0.1221,149.92,48500,16.7,712,2430,5198,41.6,2,0,0,0
1,all_other,0.0932,255.58,49716,14.99,762,3600,1575,21.9,0,0,0,0
1,debt_consolidation,0.1682,675.68,50000,18.41,667,4890.04,9246,85.6,2,0,1,0
1,debt_consolidation,0.1537,209.08,88020,13.24,662,5489.96,24214,68,0,0,0,0
1,all_other,0.0932,159.74,46800,5.05,792,5430,1767,14.7,0,0,0,0
1,debt_consolidation,0.0788,375.37,110000,16.27,762,4793,12311,24.9,2,0,0,0
1,small_business,0.1347,407.08,80000,23.83,692,6390,8762,31.9,3,0,0,0
1,small_business,0.1316,290.43,46000,7.98,702,3881,553,2.8,1,0,0,0
1,credit_card,0.1379,68.16,53117,18.07,692,3329.96,16306,95.9,0,0,0,0
1,all_other,0.1442,55.02,8088,19.14,682,3779.96,2816,93.9,2,0,0,0
1,all_other,0.0963,144.43,38000,0.82,747,6870,752,27.9,1,0,0,1
1,debt_consolidation,0.1442,524.34,60000,20.64,712,4529.96,51790,96.1,1,0,0,1
1,debt_consolidation,0.1537,519.21,39996,16.89,662,3809.96,15586,83.3,0,0,0,0
1,all_other,0.16,140.63,17600,1.7,677,1350,301,8.9,0,0,0,0
1,debt_consolidation,0.1189,596.96,72000,22.3,747,3689.96,23518,32.9,2,0,0,0
1,all_other,0.1537,174.24,38000,0.32,702,3090,260,10.4,1,0,0,0
1,all_other,0.1505,867.29,120000,3.26,712,3844,3173,6.2,1,1,0,0
1,all_other,0.1537,313.62,35000,6.27,712,1199.96,8534,29.3,2,0,0,0
1,debt_consolidation,0.1253,234.27,24996,21.08,717,3299.96,4702,61.9,1,0,0,0
1,debt_consolidation,0.16,457.05,43200,11.08,672,2939.96,2350,63.5,0,0,0,0
1,small_business,0.0932,287.53,112000,0.43,802,5460,1074,3.9,1,0,0,0
1,debt_consolidation,0.1474,138.15,26004,14.72,672,3480,2229,58.7,3,0,0,0
1,home_improvement,0.0963,320.95,42000,1.14,752,1859.96,974,4.5,1,0,0,0
1,all_other,0.16,351.58,87996,11.85,662,2639.96,12125,69.3,2,0,0,0
1,small_business,0.1565,699.73,60000,20.74,742,6692,24030,82.9,3,0,0,0
1,all_other,0.1663,354.7,26000,4.62,687,1229.96,5785,54.6,1,0,0,1
1,all_other,0.1442,51.58,60000,12.04,667,3719.96,2287,47.6,1,0,0,1
1,credit_card,0.1316,216.13,80000,17.16,697,4950,22630,53.9,1,0,0,0
1,all_other,0.1379,306.68,80000,0.09,697,2853,3230,10.3,0,1,0,0
1,all_other,0.08,313.37,180000,7.26,772,13830,22141,15.2,1,0,0,0
1,debt_consolidation,0.0963,449.32,125000,7.81,747,7530,17649,58.1,0,0,0,0
1,all_other,0.0963,307.31,56996,10.72,717,1440,8305,26.9,0,0,0,0
1,credit_card,0.1411,684.58,110000,13.18,702,5579.96,25277,80.8,0,1,0,0
1,debt_consolidation,0.0768,86.56,18460,4.55,762,4590,1223,6.6,1,0,0,0
1,debt_consolidation,0.1411,123.23,37000,3.31,697,3659.96,3437,90.4,1,1,0,0
1,small_business,0.1284,504.27,85000,11.92,722,5489.96,27662,73.4,0,0,0,0
1,debt_consolidation,0.1505,143.97,12000,5.8,682,1260,1950,67.2,0,0,0,0
1,small_business,0.1411,123.23,30000,0.04,727,6239.96,1,0,0,0,1,0
1,debt_consolidation,0.1316,67.55,25000,9.55,687,5249.96,635,42.3,0,0,0,1
1,debt_consolidation,0.1537,334.53,70000,17.04,667,5580.96,22875,86,0,0,0,0
1,credit_card,0.0963,320.95,48000,13.8,742,5249.96,9660,60.4,2,0,0,0
1,debt_consolidation,0.0768,249.53,50000,11.59,722,2130,9287,27.9,2,0,0,0
1,debt_consolidation,0.0932,255.58,44000,15.16,762,9300,24142,49.4,0,0,0,0
1,home_improvement,0.1347,223.89,38000,11.34,687,1650,2415,14.3,2,0,0,0
1,debt_consolidation,0.08,313.37,87000,4.9,797,5899.96,33850,57.9,3,0,0,0
1,home_improvement,0.0774,280.97,130008,1.68,777,5352.96,6638,40.7,0,0,0,0
1,major_purchase,0.1537,95.83,80000,3.55,687,1410,64,1.2,1,0,0,0
1,small_business,0.1663,425.64,96000,15.46,672,5219.96,24249,97,1,1,0,0
1,all_other,0.08,282.03,57000,9.62,772,5969.96,57033,29.8,0,0,0,0
1,educational,0.0963,48.15,24000,9.8,757,1619.96,0,0,0,0,0,0
1,all_other,0.1253,117.14,128000,19.28,702,11309.96,16146,54.4,3,0,0,1
1,major_purchase,0.1189,198.99,35004,11.55,737,1889.96,1003,43.6,2,0,0,0
1,all_other,0.1284,201.71,31500,5.83,742,11069.96,7699,69.4,1,0,0,1
1,debt_consolidation,0.1442,226.93,30000,11.08,697,1199.96,6593,55.9,2,0,0,0
1,major_purchase,0.1505,104.08,41600,18.95,662,2370,4285,44.6,3,1,0,0
1,debt_consolidation,0.1322,676.02,78000,0.65,727,1698.96,5142,27.2,0,0,0,1
1,debt_consolidation,0.1253,127.18,36996,12.36,732,3749.96,168,56,0,0,0,0
1,debt_consolidation,0.1284,215.16,25000,15.07,702,2430,4072,23.8,0,0,0,0
1,debt_consolidation,0.1632,439.66,42996,12.5,667,1470,7722,82.1,2,0,0,0
1,home_improvement,0.1284,672.36,42000,1.49,752,3900,1954,6.4,5,0,0,0
1,debt_consolidation,0.1253,133.87,81996,20.91,702,4590,36462,81,1,0,0,0
1,educational,0.1253,602.4,108000,11.67,727,8220,14191,61.2,1,0,0,0
1,all_other,0.0737,111.77,44094,12.38,772,2010,1060,8.6,2,0,0,0
1,debt_consolidation,0.08,188.02,39000,6.65,752,2880,4487,11.1,0,0,0,0
1,debt_consolidation,0.1189,281.9,45000,17.04,732,3719.96,14439,32.2,1,0,0,0
1,all_other,0.1189,50.58,98736,8.12,677,3359.96,36192,84.6,0,0,0,1
1,all_other,0.1284,168.09,58106,0.23,767,3630,11,0.1,0,0,0,1
1,debt_consolidation,0.1221,333.15,35000,9.53,717,3540,9985,52.3,0,0,0,0
1,home_improvement,0.1379,272.61,173088,2.44,687,5377,14324,53.4,2,0,0,0
1,major_purchase,0.1442,51.58,56160,19.85,672,4320,15198,84,0,0,0,0
1,all_other,0.0963,481.42,48000,12.57,712,8159.96,10,0.1,0,0,0,0
1,debt_consolidation,0.1663,141,96000,18.46,682,11490,39502,87.6,0,0,0,0
1,debt_consolidation,0.1284,504.27,55000,14.99,712,6629.96,9483,57.8,0,0,0,0
1,all_other,0.0963,304.9,55000,9.16,747,7049.96,28962,66.9,0,0,0,0
1,all_other,0.0768,124.77,36300,0.93,742,1919.96,1410,67.1,0,0,0,0
1,all_other,0.1442,110.03,39000,3.82,687,1859.96,6039,28.1,2,0,0,0
1,debt_consolidation,0.16,421.89,50004,11.33,662,2730,11660,67,2,0,0,0
1,all_other,0.1189,497.46,130000,7.31,747,3150,9642,30,0,0,0,0
1,all_other,0.08,31.34,25000,9.26,742,1979.96,3106,31.4,0,0,0,0
1,all_other,0.08,175.49,75000,13.31,782,5490,0,0,1,0,0,0
1,debt_consolidation,0.1221,399.78,60000,17.32,727,3990,19817,61.4,2,0,0,0
1,credit_card,0.1221,326.49,71000,10.48,722,6390,9630,36.6,0,0,1,0
1,all_other,0.1411,246.45,42996,13.62,702,3449.96,1621,40.5,1,0,0,0
1,all_other,0.1189,212.25,60000,1.62,797,9120.96,3391,6.2,2,0,0,0
1,all_other,0.08,188.02,80000,7.75,757,3059.96,12454,29.8,0,0,0,0
1,small_business,0.1221,116.61,68004,17.82,727,6719.96,53059,89.9,3,0,0,0
1,debt_consolidation,0.1474,345.37,125004,9.34,677,5762,12403,39.8,2,1,0,0
1,all_other,0.0768,155.96,32000,15,782,3485,695,8.2,0,0,0,0
1,small_business,0.1221,273.19,34000,8.72,732,3480,6383,48.7,1,0,0,0
1,all_other,0.1392,109.24,72000,2.2,677,5550,2596,12.5,3,0,0,0
1,debt_consolidation,0.1284,252.14,35004,21.36,707,3419.96,10638,61.8,0,0,0,0
1,all_other,0.1474,41.45,18300,2.56,687,1470,1716,71.5,0,0,0,0
1,all_other,0.1379,85.19,25800,14.93,677,5430,1838,73.5,0,0,0,0
1,home_improvement,0.0932,319.47,165996,15.02,752,12033,56153,44.3,1,0,0,0
1,debt_consolidation,0.1316,287.05,32000,3.9,697,2250.96,9172,44.7,0,0,0,0
1,debt_consolidation,0.1316,202.63,70000,23.91,692,2130,22713,43.1,1,0,0,0
1,all_other,0.1284,33.62,24000,24.35,687,3480,2533,38.4,0,0,1,0
1,small_business,0.0932,95.85,24000,0.95,762,6544,1870,5.5,0,0,0,0
1,all_other,0.0768,187.15,200004,5.61,712,3840,7926,49.8,3,0,0,0
1,all_other,0.08,250.69,37050,12.63,712,5219.96,12269,19.3,2,0,0,0
1,debt_consolidation,0.1284,181.54,35000,23.07,707,1499.96,7828,23.9,2,0,0,0
1,debt_consolidation,0.1347,305.31,72000,12.85,687,3510,8081,58.1,0,1,0,0
1,debt_consolidation,0.0932,255.58,65000,1.94,782,4650,3845,25.6,0,0,0,0
1,debt_consolidation,0.1221,499.73,80600,3.48,742,6780,11774,44.4,0,0,0,0
1,debt_consolidation,0.16,285.66,65000,15.88,702,5549.96,21438,90.6,1,0,1,1
1,debt_consolidation,0.08,156.69,54996,7.53,762,5219.96,6576,25.2,0,0,0,0
1,home_improvement,0.1568,192.51,68000,11.42,662,3779.96,10311,88.9,0,1,1,0
1,debt_consolidation,0.1411,198.53,85000,4.62,687,2010,6419,45.5,0,0,0,0
1,home_improvement,0.1221,666.3,116004,9.22,807,7439.96,0,0,2,0,0,0
1,debt_consolidation,0.1284,605.13,30144,12.74,727,3510,22099,84.7,0,0,0,0
1,credit_card,0.2086,902.54,119450,20.92,667,6300.04,45414,98.3,0,1,0,0
1,all_other,0.0768,77.98,63000,14.74,747,7079.96,27222,42.9,1,0,0,0
1,debt_consolidation,0.0963,346.62,107000,9.41,737,10170,4229,7.1,0,0,0,0
1,small_business,0.1474,268.53,34000,13.59,677,2040,22556,73,0,0,0,0
1,credit_card,0.1221,506.39,52000,19.32,737,3991,32709,53.6,0,0,0,0
1,all_other,0.1221,263.19,50000,7.25,737,4109.96,2140,6,3,0,0,0
1,all_other,0.0963,192.57,71599,9.49,777,3419.96,257,3.6,0,0,0,0
1,all_other,0.1379,238.53,70000,21.53,682,1890.96,8299,58.9,0,0,0,0
1,debt_consolidation,0.0932,325.86,106000,0.17,767,4409.96,9943,10.9,0,0,0,0
1,debt_consolidation,0.08,313.37,31200,7.62,772,3510,944,19.7,2,0,0,1
1,debt_consolidation,0.1537,139.39,21948,1.91,662,2760,370,21.8,1,0,0,0
1,debt_consolidation,0.1189,464.3,32000,17.81,737,5790,4577,16.2,2,0,0,0
1,debt_consolidation,0.16,215.34,66996,16.25,667,4859.96,5636,49.9,2,1,0,0
1,debt_consolidation,0.1316,202.63,47581,20.02,687,3240,18634,70.6,1,0,0,0
1,credit_card,0.1379,115.86,63000,20.11,692,3990,18212,56.4,1,0,0,0
1,all_other,0.0963,115.54,82300,0.58,762,1499.96,849,1.9,0,0,0,0
1,educational,0.1221,233.21,10000,0,717,1334,0,0,2,0,0,0
1,all_other,0.1253,200.8,54000,6.36,742,2790,1510,50.3,1,0,0,0
1,all_other,0.0737,111.77,42000,6.57,772,4529.96,2521,22.1,0,0,0,0
1,debt_consolidation,0.08,238.16,33000,12.29,777,8310,1805,8.7,2,0,0,0
1,debt_consolidation,0.0963,481.42,75000,24.5,787,6540,5544,11.3,0,0,0,0
1,debt_consolidation,0.1758,790.73,202000,14.03,667,3540,31008,79.8,3,0,0,1
1,small_business,0.1221,266.52,35000,1.3,732,1652,2722,36.8,2,0,0,0
1,debt_consolidation,0.1189,397.97,94992,1.92,742,6904,14989,25,1,0,0,0
1,home_improvement,0.1379,340.76,36000,12.3,732,8130.96,6729,97.5,1,0,0,1
1,debt_consolidation,0.1474,448.98,35000,16.39,677,2790,21124,87.3,3,0,0,0
1,all_other,0.1568,367.52,60000,14.42,677,5490,24151,61.1,3,0,0,0
1,debt_consolidation,0.1316,506.56,31000,13.16,757,6450,4923,70.3,2,0,0,0
1,debt_consolidation,0.1411,513.44,63000,22.67,702,3150,26803,92.7,0,0,0,0
1,educational,0.1284,228.61,20000,14.58,687,2249,7783,84.6,0,0,0,0
1,debt_consolidation,0.0932,415.31,90000,8.51,782,4230,9957,29.6,0,0,0,0
1,all_other,0.08,250.69,99996,4.32,712,7109.96,5262,28.4,0,1,0,0
1,small_business,0.1221,533.04,58000,7.49,772,3719.96,10144,15.6,0,0,0,0
1,all_other,0.0963,256.76,51000,0.24,792,3389.96,132,6.6,3,0,0,0
1,small_business,0.1316,515,72000,17.68,722,5310,6759,0,3,0,0,0
1,credit_card,0.0932,76.68,54500,4.69,737,5609.96,2184,72.1,1,0,0,0
1,home_improvement,0.1347,508.84,42000,14.34,712,4559.96,8644,47,0,0,0,0
1,credit_card,0.0963,102.71,41745,19.58,717,8340,6479,38.1,1,0,0,0
1,home_improvement,0.08,338.43,135000,6.82,792,4710,10232,19.1,2,0,0,0
1,debt_consolidation,0.1442,343.83,55000,23.41,682,3419.96,20344,86,0,0,0,0
1,small_business,0.1316,378.23,63800,4.25,732,5219.96,8897,19.1,3,0,0,1
1,credit_card,0.1442,469.33,63936,22.43,682,3510,34847,68.1,1,1,0,0
1,home_improvement,0.1316,324.2,22000,16.36,732,4139.96,11246,93.7,0,0,0,0
1,credit_card,0.1379,163.57,77350,16.93,677,4980,19146,33.9,3,0,0,0
1,all_other,0.1253,334.67,90000,20.4,762,12209.96,28872,21.1,1,0,0,0
1,all_other,0.1189,149.24,52692,13.03,722,2729.96,850,14.2,0,1,0,0
1,all_other,0.0963,449.32,75000,1.94,812,3389.96,45050,6.4,0,0,0,0
1,educational,0.16,112.51,20000,6.3,677,1259.96,1715,39.9,0,0,0,0
1,credit_card,0.08,156.69,34000,15.85,767,10170,5748,12.3,0,1,0,0
1,all_other,0.1189,165.82,24744,6.69,717,8489.96,9764,22.7,3,0,0,0
1,debt_consolidation,0.0932,95.85,53000,11.34,782,5279.96,722,3.2,0,0,0,0
1,credit_card,0.1474,621.67,56000,16.33,682,3270,18451,65.2,2,0,0,0
1,educational,0.1411,136.92,75000,15.63,672,4469.96,6855,53.6,0,0,0,0
1,credit_card,0.1221,346.48,83252,13.81,722,3150,17610,76.9,0,0,0,0
1,credit_card,0.1189,58.04,52160,2.65,712,8819.96,3002,5.1,3,1,0,0
1,credit_card,0.0932,247.59,81000,13.11,757,6090,18540,29.6,0,0,0,0
1,debt_consolidation,0.1758,503.19,86000,21.93,662,3570,18991,95,0,0,1,0
1,debt_consolidation,0.1347,165.38,37500,21.09,692,3510,10800,54.3,1,0,0,0
1,home_improvement,0.1189,464.3,108000,11.34,732,3719.96,47016,37.1,0,0,0,0
1,debt_consolidation,0.1347,254.42,65000,13.75,722,7140,40310,66.7,1,0,0,0
1,all_other,0.1347,409.62,113028,10.02,707,4169.96,20460,39.8,1,0,0,0
1,home_improvement,0.0963,256.76,45000,1.28,777,2550,25,0.1,0,0,0,0
1,educational,0.1568,87.51,32108,23.88,667,1499.96,8072,92.8,1,0,0,1
1,debt_consolidation,0.1726,521.56,180000,12.12,677,6961,67579,61,0,1,0,0
